id	ecosystem	type	date	title	url	project	icon
tvtropes-LawOfAlienNames-20111214042302	otherwikis	edit	2011-12-14T04:23:02.000Z	Law Of Alien Names	https://tvtropes.org/pmwiki/article_history.php?article=Main.LawOfAlienNames&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-RobotNames-20111214042136	otherwikis	edit	2011-12-14T04:21:36.000Z	Robot Names	https://tvtropes.org/pmwiki/article_history.php?article=Main.RobotNames&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-RobotNames-20111214041909	otherwikis	edit	2011-12-14T04:19:09.000Z	Robot Names	https://tvtropes.org/pmwiki/article_history.php?article=Main.RobotNames&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-NamesGivenToComputers-20111214041846	otherwikis	edit	2011-12-14T04:18:46.000Z	Names Given To Computers	https://tvtropes.org/pmwiki/article_history.php?article=Main.NamesGivenToComputers&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-YouNoTakeCandle-20111214040716	otherwikis	edit	2011-12-14T04:07:16.000Z	You No Take Candle	https://tvtropes.org/pmwiki/article_history.php?article=Main.YouNoTakeCandle&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-YouNoTakeCandle-20111214040407	otherwikis	edit	2011-12-14T04:04:07.000Z	You No Take Candle	https://tvtropes.org/pmwiki/article_history.php?article=Main.YouNoTakeCandle&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-MonsterFilm-20111213150611	otherwikis	edit	2011-12-13T15:06:11.000Z	Monster.Film	https://tvtropes.org/pmwiki/article_history.php?article=Monster.Film&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-InconvenientSummons-20111213143043	otherwikis	edit	2011-12-13T14:30:43.000Z	Inconvenient Summons	https://tvtropes.org/pmwiki/article_history.php?article=Main.InconvenientSummons&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-ToddlersAndTiaras-20111211151445	otherwikis	edit	2011-12-11T15:14:45.000Z	Toddlers And Tiaras	https://tvtropes.org/pmwiki/article_history.php?article=Main.ToddlersAndTiaras&troper_name=Waldir	TVTropes	tvtropes.org
tvtropes-ToddlersAndTiaras-20111211131005	otherwikis	edit	2011-12-11T13:10:05.000Z	Toddlers And Tiaras	https://tvtropes.org/pmwiki/article_history.php?article=Main.ToddlersAndTiaras&troper_name=Waldir	TVTropes	tvtropes.org
